EnsemblID GeneName
ENSMMUG00000006255 NCKAP5L
ENSMMUG00000022913 FAIM2
ENSMMUG00000052904 Metazoa_SRP
ENSMMUG00000038256 AQP2
ENSMMUG00000058855 AQP5
ENSMMUG00000021688 AQP6
ENSMMUG00000021689 RACGAP1
ENSMMUG00000006529 ASIC1
ENSMMUG00000006531 SMARCD1
ENSMMUG00000006532 GPD1
ENSMMUG00000065304 NA
ENSMMUG00000016471 CERS5
ENSMMUG00000033097 U6
ENSMMUG00000004895 NA
ENSMMUG00000051371 NA
ENSMMUG00000008172 LARP4
ENSMMUG00000055476 Metazoa_SRP
ENSMMUG00000010565 DIP2B
ENSMMUG00000051328 U6
ENSMMUG00000028328 U6
ENSMMUG00000057866 Y_RNA
ENSMMUG00000024935 Y_RNA
ENSMMUG00000036270 SNORD22
ENSMMUG00000054294 ATF1
ENSMMUG00000046745 Metazoa_SRP
ENSMMUG00000018484 TMPRSS12
ENSMMUG00000018485 METTL7A
ENSMMUG00000027375 Y_RNA
ENSMMUG00000037566 HIGD1C
ENSMMUG00000063479 Metazoa_SRP
ENSMMUG00000022961 SLC11A2
ENSMMUG00000050125 U7
ENSMMUG00000027345 U6
ENSMMUG00000064528 U6
ENSMMUG00000012453 LETMD1
ENSMMUG00000012457 CSRNP2
ENSMMUG00000000152 TFCP2
ENSMMUG00000027467 Y_RNA
ENSMMUG00000027332 U6
ENSMMUG00000051035 NA
ENSMMUG00000044229 POU6F1
ENSMMUG00000001884 DAZAP2
ENSMMUG00000060310 Metazoa_SRP
ENSMMUG00000064406 SMAGP
ENSMMUG00000023163 BIN2
ENSMMUG00000023164 CELA1
ENSMMUG00000023165 GALNT6
ENSMMUG00000060239 NA
ENSMMUG00000006607 SLC4A8
ENSMMUG00000000415 SCN8A
ENSMMUG00000061340 NA
ENSMMUG00000060905 TMDD1
ENSMMUG00000063862 NA
ENSMMUG00000004978 ANKRD33
ENSMMUG00000004982 ACVRL1
ENSMMUG00000060997 NA
ENSMMUG00000046877 ACVR1B
ENSMMUG00000058430 U6
ENSMMUG00000006199 TAMALIN
ENSMMUG00000050898 NA
ENSMMUG00000022922 NR4A1
ENSMMUG00000015392 ATG101
ENSMMUG00000010002 KRT80
ENSMMUG00000010000 KRT7
ENSMMUG00000064514 KRT81
ENSMMUG00000057841 KRT86
ENSMMUG00000018216 KRT85
ENSMMUG00000018217 KRT84
ENSMMUG00000018218 KRT82
ENSMMUG00000018219 KRT75
ENSMMUG00000057134 NA
ENSMMUG00000055016 KRT5
ENSMMUG00000014400 KRT71
ENSMMUG00000014399 KRT74
ENSMMUG00000002304 KRT73
ENSMMUG00000002305 KRT2
ENSMMUG00000016962 KRT1
ENSMMUG00000045353 KRT77
ENSMMUG00000014980 KRT76
ENSMMUG00000014982 KRT3
ENSMMUG00000014984 KRT4
ENSMMUG00000031914 KRT79
ENSMMUG00000005021 KRT78
ENSMMUG00000031911 NA
ENSMMUG00000059640 Metazoa_SRP
ENSMMUG00000001062 EIF4B
ENSMMUG00000000318 TNS2
ENSMMUG00000000329 SPRYD3
ENSMMUG00000051123 IGFBP6
ENSMMUG00000020339 SOAT2
ENSMMUG00000063011 U6
ENSMMUG00000015153 CSAD
ENSMMUG00000005246 ZNF740
ENSMMUG00000005245 ITGB7
ENSMMUG00000022017 RARG
ENSMMUG00000065110 NA
ENSMMUG00000022020 MFSD5
ENSMMUG00000022021 ESPL1
ENSMMUG00000022030 PFDN5
ENSMMUG00000022034 MYG1
ENSMMUG00000022036 AAAS
ENSMMUG00000052817 SP7
ENSMMUG00000020036 SP1
ENSMMUG00000020037 AMHR2
ENSMMUG00000035324 U6
ENSMMUG00000017738 PRR13
ENSMMUG00000006608 NA
ENSMMUG00000006613 MAP3K12
ENSMMUG00000018492 TARBP2
ENSMMUG00000022313 ATF7
ENSMMUG00000016241 ATP5MC2
ENSMMUG00000009457 CALCOCO1
ENSMMUG00000056965 NA
ENSMMUG00000050924 NA
ENSMMUG00000063042 NA
ENSMMUG00000031884 NA
ENSMMUG00000054600 HOXC13
ENSMMUG00000004541 HOXC12
ENSMMUG00000000924 HOXC11
ENSMMUG00000000925 HOXC10
ENSMMUG00000026863 mml-mir-196a-2
ENSMMUG00000063144 HOXC9
ENSMMUG00000063741 HOXC8
ENSMMUG00000046055 HOXC6
ENSMMUG00000062271 HOXC5
ENSMMUG00000028542 NA
ENSMMUG00000055610 HOXC4
ENSMMUG00000063885 Y_RNA
ENSMMUG00000054236 NA
ENSMMUG00000050467 Metazoa_SRP
ENSMMUG00000011642 SMUG1
ENSMMUG00000055437 NA
ENSMMUG00000050872 NA
ENSMMUG00000004950 CBX5
ENSMMUG00000044186 Metazoa_SRP
ENSMMUG00000065167 NA
ENSMMUG00000012989 HNRNPA1
ENSMMUG00000012992 NFE2
ENSMMUG00000063627 U6
ENSMMUG00000005182 COPZ1
ENSMMUG00000027052 mml-mir-148b
ENSMMUG00000031851 Metazoa_SRP
ENSMMUG00000016671 GPR84
ENSMMUG00000016669 ZNF385A
ENSMMUG00000003755 ITGA5
ENSMMUG00000003758 GTSF1
ENSMMUG00000000108 NCKAP1L
ENSMMUG00000000111 PDE1B
ENSMMUG00000000113 PPP1R1A
ENSMMUG00000000115 LACRT
ENSMMUG00000059486 NA
ENSMMUG00000052854 NA
ENSMMUG00000051101 NA
ENSMMUG00000016203 TESPA1
ENSMMUG00000063751 NA
ENSMMUG00000060106 NEUROD4
ENSMMUG00000019049 OR10A7
ENSMMUG00000062737 OR6C74
ENSMMUG00000063910 OR6C1
ENSMMUG00000056259 NA
ENSMMUG00000049487 OR6C75
ENSMMUG00000042200 NA
ENSMMUG00000019052 OR6C2
ENSMMUG00000057094 OR6C4
ENSMMUG00000064136 OR2AP1
ENSMMUG00000013223 OR10P1
ENSMMUG00000055590 NA
ENSMMUG00000013226 ITGA7
ENSMMUG00000058959 METTL7B
ENSMMUG00000013228 RDH5
ENSMMUG00000013232 CD63
ENSMMUG00000006288 GDF11
ENSMMUG00000006293 NA
ENSMMUG00000061820 Metazoa_SRP
ENSMMUG00000053458 ORMDL2
ENSMMUG00000051937 NA
ENSMMUG00000006295 MMP19
ENSMMUG00000028267 U1
ENSMMUG00000011002 PYM1
ENSMMUG00000018814 DGKA
ENSMMUG00000018816 PMEL
ENSMMUG00000031853 RAB5B
ENSMMUG00000064364 SUOX
ENSMMUG00000007523 IKZF4
ENSMMUG00000058071 RPS26
ENSMMUG00000058015 NA
ENSMMUG00000057982 Metazoa_SRP
ENSMMUG00000020758 ERBB3
ENSMMUG00000061089 Metazoa_SRP
ENSMMUG00000056126 NA
ENSMMUG00000021084 ZC3H10
ENSMMUG00000021979 ESYT1
ENSMMUG00000005214 MYL6B
ENSMMUG00000031838 MYL6
ENSMMUG00000008273 SMARCC2
ENSMMUG00000064075 RNF41
ENSMMUG00000054020 U6
ENSMMUG00000038453 NABP2
ENSMMUG00000008674 SLC39A5
ENSMMUG00000065317 Metazoa_SRP
ENSMMUG00000008679 ANKRD52
ENSMMUG00000059663 NA
ENSMMUG00000031834 COQ10A
ENSMMUG00000002483 CS
ENSMMUG00000013482 PAN2
ENSMMUG00000031831 IL23A
ENSMMUG00000000803 STAT2
ENSMMUG00000052144 NA
ENSMMUG00000057615 U7
ENSMMUG00000063898 APOF
ENSMMUG00000053460 NA
ENSMMUG00000021878 TIMELESS
ENSMMUG00000010334 MIP
ENSMMUG00000000860 GLS2
ENSMMUG00000053986 SPRYD4
ENSMMUG00000019330 RBMS2
ENSMMUG00000052078 U6
ENSMMUG00000019332 BAZ2A
ENSMMUG00000001027 ATP5F1B
ENSMMUG00000024688 NA
ENSMMUG00000052898 SNORD59A
ENSMMUG00000013766 PTGES3
ENSMMUG00000003073 NA
ENSMMUG00000004522 NA
ENSMMUG00000065158 Metazoa_SRP
ENSMMUG00000057617 HSD17B6
ENSMMUG00000051454 NA
ENSMMUG00000057714 SDR9C7
ENSMMUG00000060449 RDH16
ENSMMUG00000043411 ZBTB39
ENSMMUG00000003763 NA
ENSMMUG00000021114 GPR182
ENSMMUG00000003203 TAC3
ENSMMUG00000013518 MYO1A
ENSMMUG00000019783 NEMP1
ENSMMUG00000017525 NAB2
ENSMMUG00000017527 STAT6
ENSMMUG00000055968 Metazoa_SRP
ENSMMUG00000021782 LRP1
ENSMMUG00000021784 NXPH4
ENSMMUG00000063333 Y_RNA
ENSMMUG00000057485 Metazoa_SRP
ENSMMUG00000021785 SHMT2
ENSMMUG00000021786 NDUFA4L2
ENSMMUG00000021787 STAC3
ENSMMUG00000021789 R3HDM2
ENSMMUG00000056460 Metazoa_SRP
ENSMMUG00000059286 Metazoa_SRP
ENSMMUG00000033053 U6
ENSMMUG00000001124 INHBE
ENSMMUG00000022058 GLI1
ENSMMUG00000022060 ARHGAP9
ENSMMUG00000011277 MARS1
ENSMMUG00000059375 Metazoa_SRP
ENSMMUG00000011286 DDIT3
ENSMMUG00000060873 NA
ENSMMUG00000061522 mml-mir-616
ENSMMUG00000011289 MBD6
ENSMMUG00000011292 DCTN2
ENSMMUG00000011297 KIF5A
ENSMMUG00000001179 PIP4K2C
ENSMMUG00000001180 DTX3
ENSMMUG00000031819 ARHGEF25
ENSMMUG00000001181 SLC26A10
ENSMMUG00000001182 B4GALNT1
ENSMMUG00000056726 NA
ENSMMUG00000020710 OS9
ENSMMUG00000023690 AGAP2
ENSMMUG00000023691 TSPAN31
ENSMMUG00000023694 CDK4
ENSMMUG00000046540 MARCHF9
ENSMMUG00000022144 CYP27B1
ENSMMUG00000022148 METTL1
ENSMMUG00000005893 TSFM
ENSMMUG00000062058 Metazoa_SRP
ENSMMUG00000005319 AVIL
ENSMMUG00000026557 U6
ENSMMUG00000050282 CTDSP2
ENSMMUG00000026905 mml-mir-26a-2
ENSMMUG00000064064 NA
ENSMMUG00000057217 GEMIN7
ENSMMUG00000054089 NA
ENSMMUG00000060302 ATP23
ENSMMUG00000038500 NA
ENSMMUG00000055026 NA
ENSMMUG00000053520 NA
ENSMMUG00000055694 NA
ENSMMUG00000046185 NA
ENSMMUG00000004233 LRIG3
ENSMMUG00000055477 NA
ENSMMUG00000001210 NA
ENSMMUG00000013388 NA
ENSMMUG00000050355 NA
ENSMMUG00000059757 U6
ENSMMUG00000059750 NA
ENSMMUG00000056897 NA
ENSMMUG00000014778 SLC16A7
ENSMMUG00000049330 NA
ENSMMUG00000060159 NA
ENSMMUG00000049522 NA
ENSMMUG00000061177 NA
ENSMMUG00000063744 NA
ENSMMUG00000055856 Metazoa_SRP
ENSMMUG00000062139 NA
ENSMMUG00000059996 NA
ENSMMUG00000011579 TAFA2
ENSMMUG00000057830 NA
ENSMMUG00000061646 NA
ENSMMUG00000041119 MIR6125
ENSMMUG00000000955 USP15
ENSMMUG00000050481 U6
ENSMMUG00000049365 NA
ENSMMUG00000000956 MON2
ENSMMUG00000051242 U6
ENSMMUG00000011952 PPM1H
ENSMMUG00000026990 mml-let-7i
ENSMMUG00000053740 NA
ENSMMUG00000047620 Metazoa_SRP
ENSMMUG00000049277 NA
ENSMMUG00000025477 U1
ENSMMUG00000061479 Y_RNA
ENSMMUG00000000549 AVPR1A
ENSMMUG00000053985 NA
ENSMMUG00000044887 NA
ENSMMUG00000011561 RXYLT1
ENSMMUG00000001952 SRGAP1
ENSMMUG00000001955 C11H12orf66
ENSMMUG00000037905 U6
ENSMMUG00000020533 C11H12orf56
ENSMMUG00000014648 NA
ENSMMUG00000053210 NA
ENSMMUG00000007659 XPOT
ENSMMUG00000007658 TBK1
ENSMMUG00000053717 RASSF3
ENSMMUG00000056935 NA
ENSMMUG00000006481 GNS
ENSMMUG00000052419 NA
ENSMMUG00000003180 TBC1D30
ENSMMUG00000035824 NA
ENSMMUG00000016887 WIF1
ENSMMUG00000061741 U6
ENSMMUG00000016892 LEMD3
ENSMMUG00000003669 MSRB3
ENSMMUG00000041729 NA
ENSMMUG00000022660 HMGA2
ENSMMUG00000065123 NA
ENSMMUG00000052321 NA
ENSMMUG00000051822 LLPH
ENSMMUG00000016621 TMBIM4
ENSMMUG00000054816 IRAK3
ENSMMUG00000050044 NA
ENSMMUG00000016628 HELB
ENSMMUG00000055014 NA
ENSMMUG00000055287 NA
ENSMMUG00000062790 Metazoa_SRP
ENSMMUG00000016631 GRIP1
ENSMMUG00000057823 NA
ENSMMUG00000008300 CAND1
ENSMMUG00000049638 NA
ENSMMUG00000011650 DYRK2
ENSMMUG00000050629 NA
ENSMMUG00000047989 NA
ENSMMUG00000059548 NA
ENSMMUG00000056408 IFNG
ENSMMUG00000004367 IL26
ENSMMUG00000018724 IL22
ENSMMUG00000018725 MDM1
ENSMMUG00000047361 NA
ENSMMUG00000011442 RAP1B
ENSMMUG00000024433 SNORA70
ENSMMUG00000014186 NUP107
ENSMMUG00000014187 SLC35E3
ENSMMUG00000055511 NA
ENSMMUG00000063920 NA
ENSMMUG00000058403 Metazoa_SRP
ENSMMUG00000055447 MDM2
ENSMMUG00000057272 NA
ENSMMUG00000000946 CPM
ENSMMUG00000035830 U7
ENSMMUG00000053722 NA
ENSMMUG00000002921 CPSF6
ENSMMUG00000049054 Metazoa_SRP
ENSMMUG00000008987 LYZ
ENSMMUG00000046235 YEATS4
ENSMMUG00000044169 Metazoa_SRP
ENSMMUG00000010819 FRS2
ENSMMUG00000010820 CCT2
ENSMMUG00000054953 LRRC10
ENSMMUG00000056556 NA
ENSMMUG00000004786 BEST3
ENSMMUG00000051498 RAB3IP
ENSMMUG00000006502 MYRFL
ENSMMUG00000057824 U3
ENSMMUG00000063999 NA
ENSMMUG00000014853 CNOT2
ENSMMUG00000014858 KCNMB4
ENSMMUG00000051898 NA
ENSMMUG00000011072 PTPRB
ENSMMUG00000011075 PTPRR
ENSMMUG00000054268 Metazoa_SRP
ENSMMUG00000056395 Y_RNA
ENSMMUG00000050092 NA
ENSMMUG00000006469 TSPAN8
ENSMMUG00000043982 NA
ENSMMUG00000020942 LGR5
ENSMMUG00000020943 ZFC3H1
ENSMMUG00000032744 NA
ENSMMUG00000058689 THAP2
ENSMMUG00000020948 TMEM19
ENSMMUG00000040380 RAB21
ENSMMUG00000059067 Metazoa_SRP
ENSMMUG00000049480 NA
ENSMMUG00000007727 TBC1D15
ENSMMUG00000007730 TPH2
ENSMMUG00000038386 NA
ENSMMUG00000061853 NA
ENSMMUG00000014775 TRHDE
ENSMMUG00000050112 NA
ENSMMUG00000050622 NA
ENSMMUG00000063337 NA
ENSMMUG00000055294 NA
ENSMMUG00000064647 ATXN7L3B
ENSMMUG00000055764 NA
ENSMMUG00000051853 NA
ENSMMUG00000012362 KCNC2
ENSMMUG00000012288 CAPS2
ENSMMUG00000012289 GLIPR1L1
ENSMMUG00000012290 GLIPR1L2
ENSMMUG00000009640 KRR1
ENSMMUG00000051874 NA
ENSMMUG00000042476 Metazoa_SRP
ENSMMUG00000053099 NA
ENSMMUG00000064103 PHLDA1
ENSMMUG00000015583 NA
ENSMMUG00000061729 NA
ENSMMUG00000056087 BBS10
ENSMMUG00000017864 OSBPL8
ENSMMUG00000057698 NA
ENSMMUG00000018254 ZDHHC17
ENSMMUG00000018257 CSRP2
ENSMMUG00000052719 NA
ENSMMUG00000022846 E2F7
ENSMMUG00000062572 Metazoa_SRP
ENSMMUG00000056584 NA
ENSMMUG00000050031 NA
ENSMMUG00000059985 NA
ENSMMUG00000055171 NA
ENSMMUG00000060140 NA
ENSMMUG00000051663 NA
ENSMMUG00000021329 NAV3
ENSMMUG00000058640 NA
ENSMMUG00000051304 NA
ENSMMUG00000064368 NA
ENSMMUG00000064323 NA
ENSMMUG00000060137 NA
ENSMMUG00000005530 SYT1
ENSMMUG00000041907 Metazoa_SRP
ENSMMUG00000015179 PAWR
ENSMMUG00000053591 NA
ENSMMUG00000019214 PPP1R12A
ENSMMUG00000055912 Metazoa_SRP
ENSMMUG00000050842 NA
ENSMMUG00000064121 NA
ENSMMUG00000055508 U7
ENSMMUG00000000121 OTOGL
ENSMMUG00000049965 NA
ENSMMUG00000064783 NA
ENSMMUG00000037711 PTPRQ
ENSMMUG00000011667 MYF6
ENSMMUG00000011669 MYF5
ENSMMUG00000011671 LIN7A
ENSMMUG00000028665 mml-mir-618
ENSMMUG00000062826 NA
ENSMMUG00000017463 NA
ENSMMUG00000013800 ACSS3
ENSMMUG00000046323 NA
ENSMMUG00000013804 PPFIA2
ENSMMUG00000050266 NA
ENSMMUG00000063005 CCDC59
ENSMMUG00000002514 METTL25
ENSMMUG00000059068 NA
ENSMMUG00000011305 TMTC2
ENSMMUG00000037002 U6
ENSMMUG00000060785 NA
ENSMMUG00000043159 NA
ENSMMUG00000058294 NA
ENSMMUG00000007536 NA
ENSMMUG00000033816 NA
ENSMMUG00000013650 SLC6A15
ENSMMUG00000035152 U2
ENSMMUG00000042255 TSPAN19
ENSMMUG00000016535 LRRIQ1
ENSMMUG00000052077 NA
ENSMMUG00000037648 NA
ENSMMUG00000058491 RASSF9
ENSMMUG00000023155 NTS
ENSMMUG00000060394 MGAT4C
ENSMMUG00000060064 NA
ENSMMUG00000056953 NA
ENSMMUG00000051151 NA
ENSMMUG00000057420 NA
ENSMMUG00000031648 NA
ENSMMUG00000054606 NA
ENSMMUG00000060468 NA
ENSMMUG00000038410 NA
ENSMMUG00000015859 C11H12orf50
ENSMMUG00000015860 C11H12orf29
ENSMMUG00000015862 CEP290
ENSMMUG00000015864 TMTC3
ENSMMUG00000058337 U2
ENSMMUG00000026431 Y_RNA
ENSMMUG00000051340 KITLG
ENSMMUG00000036281 U1
ENSMMUG00000036360 NA
ENSMMUG00000043336 NA
ENSMMUG00000035678 U7
ENSMMUG00000054968 DUSP6
ENSMMUG00000063190 NA
ENSMMUG00000003574 POC1B
ENSMMUG00000064412 NA
ENSMMUG00000051985 NA
ENSMMUG00000023378 ATP2B1
ENSMMUG00000036818 U6
ENSMMUG00000064834 NA
ENSMMUG00000000147 NA
ENSMMUG00000044069 NA
ENSMMUG00000055284 NA
ENSMMUG00000010912 CCER1
ENSMMUG00000011300 EPYC
ENSMMUG00000038459 NA
ENSMMUG00000051017 KERA
ENSMMUG00000016995 LUM
ENSMMUG00000016997 DCN
ENSMMUG00000049303 NA
ENSMMUG00000055224 NA
ENSMMUG00000064177 NA
ENSMMUG00000063287 NA
ENSMMUG00000058404 NA
ENSMMUG00000059975 NA
ENSMMUG00000050631 BTG1
ENSMMUG00000024097 Y_RNA
ENSMMUG00000052481 NA
ENSMMUG00000061628 NA
ENSMMUG00000054289 NA
ENSMMUG00000049117 NA
ENSMMUG00000062027 NA
ENSMMUG00000062773 PLEKHG7
ENSMMUG00000002243 PLEKHG7
ENSMMUG00000002244 EEA1
ENSMMUG00000026376 U6
ENSMMUG00000032953 Y_RNA
ENSMMUG00000058032 NA
ENSMMUG00000050504 NA
ENSMMUG00000051585 NA
ENSMMUG00000055421 Metazoa_SRP
ENSMMUG00000028146 5S_rRNA
ENSMMUG00000063582 NA
ENSMMUG00000023821 NA
ENSMMUG00000055661 NA
ENSMMUG00000052496 NA
ENSMMUG00000064953 NUDT4
ENSMMUG00000050085 Metazoa_SRP
ENSMMUG00000020634 UBE2N
ENSMMUG00000055071 Y_RNA
ENSMMUG00000016805 MRPL42
ENSMMUG00000054674 SOCS2
ENSMMUG00000056517 NA
ENSMMUG00000012670 CRADD
ENSMMUG00000046886 Metazoa_SRP
ENSMMUG00000054331 NA
ENSMMUG00000018237 PLXNC1
ENSMMUG00000018239 CEP83
ENSMMUG00000041385 Metazoa_SRP
ENSMMUG00000040448 Metazoa_SRP
ENSMMUG00000045796 MIR5700
ENSMMUG00000018242 TMCC3
ENSMMUG00000056553 NA
ENSMMUG00000061502 NDUFA12
ENSMMUG00000060793 NA
ENSMMUG00000018898 NR2C1
ENSMMUG00000018901 FGD6
ENSMMUG00000044583 NA
ENSMMUG00000018903 VEZT
ENSMMUG00000024313 Y_RNA
ENSMMUG00000025582 U6
ENSMMUG00000026988 MIR331
ENSMMUG00000055321 NA
ENSMMUG00000035746 U6
ENSMMUG00000062006 METAP2
ENSMMUG00000013812 USP44
ENSMMUG00000000521 NTN4
ENSMMUG00000057091 U6
ENSMMUG00000009304 AMDHD1
ENSMMUG00000009303 CCDC38
ENSMMUG00000009308 HAL
ENSMMUG00000009312 LTA4H
ENSMMUG00000053376 NA
ENSMMUG00000050585 NA
ENSMMUG00000064555 NA
ENSMMUG00000041286 Metazoa_SRP
ENSMMUG00000052389 NA
ENSMMUG00000056391 NA
ENSMMUG00000018145 ELK3
ENSMMUG00000015902 CDK17
ENSMMUG00000025966 U4
ENSMMUG00000062381 Metazoa_SRP
ENSMMUG00000061916 Metazoa_SRP
ENSMMUG00000019643 CFAP54
ENSMMUG00000063810 NA
ENSMMUG00000004093 NEDD1
ENSMMUG00000053956 Y_RNA
ENSMMUG00000001354 NA
ENSMMUG00000055512 NA
ENSMMUG00000033964 MIR1251
ENSMMUG00000040330 NA
ENSMMUG00000026942 mml-mir-135a-2
ENSMMUG00000063079 NA
ENSMMUG00000051436 NA
ENSMMUG00000025557 U4
ENSMMUG00000023719 TMPO
ENSMMUG00000023036 SLC25A3
ENSMMUG00000033222 SNORA53
ENSMMUG00000051674 IKBIP
ENSMMUG00000022404 APAF1
ENSMMUG00000022406 ANKS1B
ENSMMUG00000058681 Metazoa_SRP
ENSMMUG00000062511 NA
ENSMMUG00000054350 NA
ENSMMUG00000002178 FAM71C
ENSMMUG00000058638 NA
ENSMMUG00000023601 UHRF1BP1L
ENSMMUG00000063774 NA
ENSMMUG00000048024 Metazoa_SRP
ENSMMUG00000023603 ACTR6
ENSMMUG00000054626 Y_RNA
ENSMMUG00000023600 SCYL2
ENSMMUG00000017646 SLC17A8
ENSMMUG00000060438 NA
ENSMMUG00000003571 NR1H4
ENSMMUG00000020360 GAS2L3
ENSMMUG00000018718 ANO4
ENSMMUG00000055254 NA
ENSMMUG00000015134 SLC5A8
ENSMMUG00000051082 U6
ENSMMUG00000012891 UTP20
ENSMMUG00000055325 NA
ENSMMUG00000031610 ARL1
ENSMMUG00000050046 Metazoa_SRP
ENSMMUG00000034453 U6
ENSMMUG00000040566 U5
ENSMMUG00000061260 NA
ENSMMUG00000020875 MYBPC1
ENSMMUG00000020877 CHPT1
ENSMMUG00000026492 Y_RNA
ENSMMUG00000063989 SYCP3
ENSMMUG00000012562 GNPTAB
ENSMMUG00000051213 U6
ENSMMUG00000059685 NA
ENSMMUG00000034183 U6
ENSMMUG00000053363 Metazoa_SRP
ENSMMUG00000042077 DRAM1
ENSMMUG00000061827 Metazoa_SRP
ENSMMUG00000046478 WASHC3
ENSMMUG00000061923 NA
ENSMMUG00000005504 NUP37
ENSMMUG00000055385 NA
ENSMMUG00000005506 PARPBP
ENSMMUG00000031601 PMCH
ENSMMUG00000038958 Metazoa_SRP
ENSMMUG00000002235 IGF1
ENSMMUG00000061953 NA
ENSMMUG00000053779 NA
ENSMMUG00000054097 NA
ENSMMUG00000063554 Metazoa_SRP
ENSMMUG00000011908 PAH
ENSMMUG00000005747 ASCL1
ENSMMUG00000062405 NA
ENSMMUG00000058541 NA
ENSMMUG00000046226 C12orf42
ENSMMUG00000006347 STAB2
ENSMMUG00000036833 U8
ENSMMUG00000055706 NA
ENSMMUG00000031594 NA
ENSMMUG00000023469 HSP90B1
ENSMMUG00000031591 C11H12orf73
ENSMMUG00000021291 TDG
ENSMMUG00000021292 GLT8D2
ENSMMUG00000057796 HCFC2
ENSMMUG00000022570 NFYB
ENSMMUG00000012091 TXNRD1
ENSMMUG00000056739 Metazoa_SRP
ENSMMUG00000053400 NA
ENSMMUG00000017127 CHST11
ENSMMUG00000017129 SLC41A2
ENSMMUG00000061345 Metazoa_SRP
ENSMMUG00000064829 C11H12orf45
ENSMMUG00000052372 NA
ENSMMUG00000005797 ALDH1L2
ENSMMUG00000009519 WASHC4
ENSMMUG00000009524 APPL2
ENSMMUG00000046424 NA
ENSMMUG00000060382 NA
ENSMMUG00000001136 NA
ENSMMUG00000063501 NA
ENSMMUG00000064413 NA
ENSMMUG00000020951 NUAK1
ENSMMUG00000061475 NA
ENSMMUG00000061593 NA
ENSMMUG00000055446 CKAP4
ENSMMUG00000051855 NA
ENSMMUG00000003711 TCP11L2
ENSMMUG00000005208 POLR3B
ENSMMUG00000022118 RFX4
ENSMMUG00000009236 RIC8B
ENSMMUG00000051588 TMEM263
ENSMMUG00000022278 MTERF2
ENSMMUG00000021808 CRY1
ENSMMUG00000058429 NA
ENSMMUG00000015540 BTBD11
ENSMMUG00000025346 NA
ENSMMUG00000062621 NA
ENSMMUG00000015544 PWP1
ENSMMUG00000059980 Metazoa_SRP
ENSMMUG00000015550 PRDM4
ENSMMUG00000064376 ASCL4
ENSMMUG00000021049 NA
ENSMMUG00000057713 Metazoa_SRP
ENSMMUG00000019042 WSCD2
ENSMMUG00000062741 Metazoa_SRP
ENSMMUG00000042320 CMKLR1
ENSMMUG00000017123 FICD
ENSMMUG00000017124 SART3
ENSMMUG00000017126 ISCU
ENSMMUG00000054621 NA
ENSMMUG00000050754 TMEM119
ENSMMUG00000031572 SELPLG
ENSMMUG00000062539 Metazoa_SRP
ENSMMUG00000000512 CORO1C
ENSMMUG00000036682 U7
ENSMMUG00000025494 Y_RNA
ENSMMUG00000063413 NA
ENSMMUG00000015107 SSH1
ENSMMUG00000006893 DAO
ENSMMUG00000015108 SVOP
ENSMMUG00000056729 U6
ENSMMUG00000039553 USP30
ENSMMUG00000062689 ALKBH2
ENSMMUG00000006957 UNG
ENSMMUG00000022698 ACACB
ENSMMUG00000060952 Metazoa_SRP
ENSMMUG00000056118 Metazoa_SRP
ENSMMUG00000020375 FOXN4
ENSMMUG00000042728 MYO1H
ENSMMUG00000061212 Metazoa_SRP
ENSMMUG00000019649 KCTD10
ENSMMUG00000019650 UBE3B
ENSMMUG00000060209 MMAB
ENSMMUG00000064370 NA
ENSMMUG00000036493 U4
ENSMMUG00000011663 MVK
ENSMMUG00000060613 FAM222A
ENSMMUG00000003942 TRPV4
ENSMMUG00000058267 GLTP
ENSMMUG00000057369 Metazoa_SRP
ENSMMUG00000046260 Metazoa_SRP
ENSMMUG00000058914 Metazoa_SRP
ENSMMUG00000031562 TCHP
ENSMMUG00000061029 NA
ENSMMUG00000010484 GIT2
ENSMMUG00000007678 ANKRD13A
ENSMMUG00000061972 NA
ENSMMUG00000055396 NA
ENSMMUG00000023032 IFT81
ENSMMUG00000054399 Metazoa_SRP
ENSMMUG00000001739 ATP2A2
ENSMMUG00000039203 Metazoa_SRP
ENSMMUG00000054876 ANAPC7
ENSMMUG00000049900 Metazoa_SRP
ENSMMUG00000006492 ARPC3
ENSMMUG00000006494 GPN3
ENSMMUG00000008154 FAM216A
ENSMMUG00000009255 VPS29
ENSMMUG00000027438 NA
ENSMMUG00000013155 RAD9B
ENSMMUG00000057264 PPTC7
ENSMMUG00000039526 TCTN1
ENSMMUG00000012840 HVCN1
ENSMMUG00000061949 Metazoa_SRP
ENSMMUG00000055169 Metazoa_SRP
ENSMMUG00000038502 Metazoa_SRP
ENSMMUG00000013664 PPP1CC
ENSMMUG00000003297 CCDC63
ENSMMUG00000002347 MYL2
ENSMMUG00000054265 Metazoa_SRP
ENSMMUG00000001909 CUX2
ENSMMUG00000056974 Metazoa_SRP
ENSMMUG00000056826 Metazoa_SRP
ENSMMUG00000042305 NA
ENSMMUG00000002223 SH2B3
ENSMMUG00000002226 ATXN2
ENSMMUG00000064619 Metazoa_SRP
ENSMMUG00000035431 U7
ENSMMUG00000017107 BRAP
ENSMMUG00000008336 ACAD10
ENSMMUG00000053496 NA
ENSMMUG00000060754 Metazoa_SRP
ENSMMUG00000063628 NA
ENSMMUG00000060917 NA
ENSMMUG00000058561 NA
